id,quantity_g,order_date
25240794,24,7/29/2020
25240161,20,10/10/2020
25239959,10,12/20/2018
25240329,14,10/30/2020
25240717,1,2/14/2019
25241281,5,10/22/2018
25240027,2,7/6/2019
25240892,16,5/3/2018
25240192,4,9/29/2019
25240724,21,6/27/2018
25239924,23,12/4/2020
25240855,17,6/22/2019
25240970,25,7/4/2019
25241138,15,3/8/2019
25241060,0,6/19/2018
25240752,5,8/22/2019
25240284,4,10/14/2019
25240951,19,10/24/2019
25240670,4,4/21/2018
25240935,19,4/25/2020
25240319,4,2/12/2019
25240372,23,5/17/2019
25240733,24,5/24/2020
25240079,7,8/14/2018
25240991,7,8/14/2020
25240309,15,2/10/2019
25240977,17,8/24/2019
25240007,4,8/25/2018
25240266,13,9/28/2019
25240491,15,3/22/2021
25241034,3,9/27/2018
25240083,10,11/12/2019
25240476,16,4/29/2018
25240296,7,1/24/2019
25240339,0,11/13/2018
25241345,0,8/6/2019
25240253,3,2/27/2021
25240828,12,12/28/2020
25240895,22,8/12/2019
25239954,16,1/19/2019
25240375,9,11/15/2020
25241024,4,12/30/2020
25240089,21,11/16/2019
25240268,1,6/13/2020
25240202,0,5/30/2020
25240569,17,6/7/2020
25240243,3,5/23/2019
25241224,4,6/8/2019
25241363,7,11/10/2018
25240986,13,11/15/2018
25240274,1,1/12/2020
25241041,11,7/6/2018
25240514,23,5/2/2018
25240084,6,1/12/2020
25240637,11,6/27/2020
25240736,12,2/23/2020
25240096,3,3/19/2018
25240862,16,10/11/2018
25240776,0,2/14/2020
25240564,21,4/19/2020
25240513,6,4/18/2021
25240790,23,2/9/2020
25240342,2,9/1/2020
25240117,1,12/23/2020
25240308,3,6/8/2020
25241096,21,3/17/2018
25239919,21,6/10/2018
25241073,11,11/22/2018
25240532,6,5/8/2018
25240964,11,4/20/2018
25240390,12,6/15/2020
25240603,2,6/1/2020
25240824,19,2/7/2019
25241329,14,1/28/2021
25240959,20,8/31/2019
25240767,22,3/2/2021
25241031,17,1/25/2020
25241280,25,12/6/2020
25240681,5,8/16/2020
25240078,9,2/22/2020
25241269,7,7/16/2019
25240890,2,1/8/2021
25240793,1,4/10/2020
25241035,24,4/12/2018
25240149,20,12/28/2020
25240385,25,11/13/2018
25241017,19,2/9/2021
25240140,14,11/25/2018
25240005,8,11/15/2019
25240468,10,4/25/2018
25241310,6,10/7/2020
25241133,3,10/24/2020
25241317,10,9/10/2019
25240814,1,7/2/2020
25240919,11,4/4/2019
25239993,7,3/3/2018
25241032,6,1/18/2019
25240873,9,6/25/2018
25239922,0,2/4/2019
25240365,5,6/30/2020
25240625,22,1/24/2021
25240734,3,3/12/2018
25239916,19,6/7/2018
25240975,15,3/23/2018
25239948,5,2/5/2020
25240657,10,1/17/2020
25239944,10,4/2/2020
25240330,12,11/10/2020
25241229,15,9/25/2020
25240455,16,5/14/2018
25240939,24,12/2/2018
25241256,6,1/2/2020
25240251,2,12/4/2018
25240273,24,12/14/2018
25241124,17,4/24/2021
25241014,25,4/11/2018
25240826,11,1/14/2021
25240371,22,9/14/2019
25241341,18,12/2/2018
25240526,3,2/20/2020
25241042,18,5/3/2018
25240766,21,3/31/2020
25241230,10,4/20/2021
25241157,21,2/24/2019
25240967,14,3/29/2019
25241226,11,11/6/2019
25240184,11,6/14/2019
25240237,2,3/23/2020
25240051,2,8/10/2019
25240687,5,1/1/2021
25240401,2,8/30/2018
25239968,20,2/22/2018
25240249,12,7/16/2018
25239933,10,10/2/2020
25240787,3,4/5/2018
25240395,2,7/3/2020
25240623,2,4/1/2019
25241227,24,5/6/2020
25240897,8,3/9/2018
25241235,17,12/23/2020
25241248,24,1/28/2019
25240010,14,11/10/2020
25240353,16,6/12/2018
25240604,3,5/1/2020
25241372,8,9/13/2019
25241092,13,4/25/2020
25240196,5,3/18/2019
25240520,1,8/29/2020
25240830,7,10/17/2020
25240198,24,10/19/2020
25240592,17,5/11/2018
25240215,8,11/18/2018
25240950,7,5/20/2020
25240026,19,5/24/2018
25240554,7,2/16/2019
25241063,18,11/14/2018
25240774,14,4/19/2021
25240004,11,7/19/2019
25240596,25,5/5/2021
25240531,7,3/23/2020
25240236,6,7/8/2020
25240067,10,10/4/2019
25240929,25,9/4/2020
25241319,4,6/17/2019
25240418,9,6/11/2018
25240676,24,5/25/2018
25240989,21,7/27/2018
25239958,17,3/1/2018
25240035,10,12/5/2018
25240415,9,4/9/2021
25240523,15,2/14/2021
25241149,18,10/17/2018
25240451,16,8/20/2019
25240654,14,1/17/2021
25240682,1,10/29/2019
25240565,23,3/24/2019
25240668,1,9/8/2020
25240945,5,8/24/2018
25240392,7,9/7/2020
25240018,3,3/1/2019
25241088,1,1/2/2021
25239996,8,1/22/2019
25241069,15,9/9/2019
25241089,22,6/24/2018
25241365,7,5/7/2019
25240298,11,2/20/2018
25241357,4,12/8/2020
25240006,10,3/23/2018
25240583,13,12/6/2019
25240789,7,11/16/2018
25240313,23,9/23/2018
25240849,24,6/17/2019
25241299,3,9/9/2020
25240872,7,6/10/2019
25240781,18,11/23/2020
25241208,13,2/29/2020
25240122,17,7/3/2018
25240660,9,8/20/2018
25240916,21,1/9/2021
25240853,14,7/22/2019
25240315,24,4/16/2019
25240685,3,3/29/2021
25240692,10,5/2/2020
25239929,11,11/8/2019
25239991,12,8/25/2018
25241102,24,3/8/2019
25241265,5,9/4/2020
25241199,3,4/20/2018
25241250,23,12/25/2019
25240116,3,5/20/2018
25240275,12,5/27/2018
25240519,6,3/19/2021
25240094,4,9/28/2019
25240831,6,4/14/2019
25241146,18,12/31/2020
25240758,11,12/21/2018
25240722,1,9/22/2019
25240727,2,8/13/2018
25240194,15,2/5/2019
25241086,4,3/29/2018
25240334,21,11/2/2018
25241205,10,12/1/2019
25240497,20,3/20/2020
25240352,23,11/18/2018
25240185,23,3/24/2018
25240559,23,6/18/2020
25240121,22,4/16/2020
25241336,8,3/19/2018
25240107,25,12/12/2020
25240927,21,4/10/2018
25240203,6,5/17/2021
25240398,23,11/8/2020
25240707,7,9/30/2020
25241033,21,2/13/2021
25241220,18,1/4/2020
25240538,18,1/10/2021
25240888,0,3/19/2018
25241185,12,12/18/2018
25240052,16,6/3/2018
25240737,5,5/21/2018
25240815,13,10/5/2020
25240812,2,12/30/2018
25241200,10,4/7/2020
25240875,21,4/17/2018
25240701,24,12/2/2019
25240146,14,5/10/2019
25240170,8,3/19/2020
25240684,24,11/30/2020
25240887,5,2/16/2018
25240422,18,3/21/2021
25240206,5,4/7/2019
25240555,9,1/31/2020
25240050,20,6/9/2019
25241016,17,11/20/2020
25241285,9,5/7/2018
25240453,12,2/16/2019
25240458,22,7/26/2020
25241350,21,6/29/2020
25240871,1,4/12/2020
25240322,12,4/2/2021
25240515,20,12/6/2020
25240972,14,1/14/2019
25239952,11,7/24/2018
25240656,9,4/8/2018
25240788,13,7/6/2019
25240999,15,4/22/2021
25241217,13,8/24/2018
25240224,14,3/5/2021
25240312,16,3/20/2020
25240219,3,6/28/2019
25240176,23,12/7/2019
25239941,7,12/27/2019
25240357,22,4/14/2018
25240438,8,12/25/2018
25240607,23,12/1/2018
25241019,18,8/11/2018
25240265,5,12/15/2018
25240023,16,10/27/2020
25240316,2,6/5/2020
25240602,23,4/8/2020
25239986,1,8/5/2020
25241356,16,8/1/2019
25240106,11,9/28/2018
25240045,22,7/7/2020
25241270,13,9/24/2018
25240348,1,9/24/2019
25240254,19,6/19/2020
25240419,16,1/2/2019
25241272,8,3/9/2021
25240431,15,12/7/2020
25241051,11,6/24/2020
25240754,7,4/26/2021
25240628,5,3/10/2021
25241059,7,11/18/2018
25240135,0,9/30/2018
25240756,0,3/23/2020
25240979,4,5/10/2020
25241324,17,12/29/2019
25240829,19,8/11/2018
25240630,21,1/11/2019
25240436,20,3/24/2018
25240433,21,3/29/2019
25240335,11,2/13/2021
25241172,12,7/29/2018
25240908,20,10/17/2020
25240818,19,8/27/2020
25240678,22,10/19/2018
25240653,19,2/15/2019
25240694,7,9/15/2019
25241160,24,3/21/2021
25241275,25,12/6/2018
25240672,20,11/22/2019
25240028,25,4/26/2021
25241300,19,5/21/2019
25240827,14,9/6/2019
25240720,22,12/18/2018
25240836,11,3/13/2021
25241095,2,10/21/2019
25240837,20,12/31/2019
25241340,12,2/10/2019
25240409,22,11/10/2020
25240925,2,6/20/2020
25241258,24,5/24/2019
25241113,4,10/9/2018
25240543,24,8/17/2020
25241349,13,6/19/2019
25239979,2,4/2/2020
25240340,18,1/31/2020
25240910,3,5/13/2020
25240719,24,6/7/2018
25239917,11,10/3/2018
25240042,4,5/27/2020
25240984,1,5/30/2019
25240667,17,5/20/2018
25241153,13,9/3/2019
25240679,3,3/10/2018
25240370,20,3/28/2020
25240710,5,7/31/2018
25241004,5,9/6/2018
25241083,11,6/1/2019
25240839,11,2/19/2020
25240437,8,5/7/2020
25240572,6,7/12/2020
25241330,0,6/3/2020
25240725,16,10/12/2019
25240311,12,8/25/2020
25241342,17,8/2/2020
25240510,22,8/22/2020
25240160,8,6/8/2020
25240960,25,10/10/2019
25241273,4,12/25/2019
25239989,9,1/1/2020
25241195,25,8/13/2018
25240389,4,9/24/2018
25240209,19,10/28/2019
25240104,7,4/30/2018
25241131,5,5/4/2021
25240080,2,4/17/2019
25240232,23,3/22/2018
25240693,7,6/25/2018
25240424,0,3/13/2019
25240177,5,12/27/2018
25241234,15,12/14/2020
25240494,10,8/16/2019
25239925,19,10/3/2020
25240614,3,10/21/2020
25239950,11,4/11/2021
25241239,16,9/11/2020
25241045,20,4/14/2020
25240530,3,5/27/2020
25240762,23,9/25/2019
25240928,22,2/21/2020
25240191,21,5/3/2019
25240843,16,2/1/2020
25240063,1,8/22/2019
25240208,11,2/22/2021
25241190,22,10/30/2020
25240782,6,1/19/2020
25240901,12,3/27/2019
25240258,19,12/5/2019
25239984,5,2/20/2020
25240674,3,3/9/2021
25240207,0,9/14/2020
25240301,11,6/7/2020
25240356,16,3/24/2018
25239992,13,8/18/2018
25241267,12,1/4/2021
25240971,18,4/9/2018
25240164,1,2/28/2021
25240963,17,12/23/2019
25241141,19,10/17/2020
25240708,5,1/16/2021
25240473,10,11/26/2020
25240402,16,3/9/2019
25240759,25,3/15/2019
25240201,22,12/14/2020
25240088,11,12/15/2020
25240493,23,7/15/2020
25241120,4,3/1/2020
25240770,3,6/24/2018
25240723,0,1/22/2021
25240133,4,9/27/2018
25241228,14,11/14/2020
25240443,25,10/26/2020
25241377,3,12/1/2019
25240046,15,5/8/2019
25240456,21,1/1/2020
25241291,18,4/11/2019
25240240,14,6/21/2018
25240643,23,5/27/2021
25241338,17,1/23/2021
25241347,21,10/14/2020
25241076,13,8/11/2019
25240857,21,5/22/2019
25240355,8,7/20/2018
25240981,19,4/5/2019
25240632,10,5/23/2020
25240560,17,1/12/2021
25240460,1,7/27/2020
25240905,6,2/19/2019
25240195,24,6/25/2020
25241144,8,12/16/2019
25240347,21,4/5/2021
25240645,16,2/6/2019
25241052,23,1/23/2020
25241386,22,1/13/2021
25240036,14,2/18/2021
25241376,25,12/21/2020
25240832,21,4/26/2018
25240205,12,11/23/2020
25240167,12,1/29/2019
25240190,20,1/12/2020
25239963,16,10/11/2020
25240943,6,1/30/2019
